"","BON","MCN","PRA","ICH","JDR","DES","YAK","TUC"
"1",-0.4944463558768,-0.504789160585989,0.152816812351135,-0.870550346169565,0,0,0,0
"2",-0.323493816366852,-0.382565107232198,0.204939406827168,-0.820039559494193,0,0,0,0
"3",-0.206380976955354,-0.268791927781599,0.338744622171455,-0.865257673578208,0,0,0,0
"4",-0.276648680602252,-0.247026623886702,0.269141412573022,-0.740369548965216,0,0,0,0
"5",-0.185886230058342,-0.203496016096907,0.548893150112356,-0.798507124216091,0,0,0,0
"6",0.0590747923773741,-0.0541068848182941,0.36850010829296,-0.641320346685947,0,0,0,0
"7",-0.0756049729458483,-0.0926908326319757,0.466501987725444,-0.690844947825581,0,0,0,0
"8",-0.0424230017792572,-0.106541480565092,0.0886131777742042,-0.757595497187698,0,0,0,0
"9",-0.146848616921176,-0.228229315977472,-0.214349402617738,-0.776974688937989,0,0,0,0
"10",-0.271768978960107,-0.225261319991804,0.248238623357055,-0.792047393632661,0,0,0,0
"11",-0.248346411077807,-0.233175975953585,0.20100252211315,-0.682231973714341,0,0,0,0
"12",-0.121474168382018,-0.119402796502986,0.479532636344452,-0.516432222072955,0,0,0,0
"13",0.0346762841666454,-0.0541068848182941,0.253125116589184,-0.697304678409012,0,0,0,0
"14",-0.10781100378401,-0.165901400278448,0.567489514522758,-0.712377383103683,0,0,0,0
"15",-0.209308797940641,-0.124349456479099,0.210775508577406,-0.587489258490692,0,0,0,0
"16",-0.178078707430909,-0.157986744316667,0.39809108247565,-0.609021693768794,0,0,0,0
"17",-0.0375433001371115,-0.13622144042177,0.463244325570691,-0.587489258490692,0,0,0,0
"18",-0.149776437906463,-0.034320244913842,0.642415744082055,-0.587489258490692,0,0,0,0
"19",-0.14196891527903,-0.195581360135126,0.0658095426909397,-0.809273341855142,0,0,0,0
"20",-0.185886230058342,-0.213389336049133,0.253125116589184,-0.873870647689449,0,0,0,0
"21",-0.189789991372058,-0.359810471342079,0.259640440898687,-0.684385217242151,0,0,0,0
"22",-0.380098355415742,-0.347938487399407,-0.00260136255885374,-0.770514958354559,0,0,0,0
"23",-0.412304386253904,-0.41719172706499,-0.483106530384783,-0.600408719657553,0,0,0,0
"24",-0.3820502360726,-0.263845267805486,0.251496285511807,-0.542271144406677,0,0,0,0
"25",-0.152704258891751,-0.244058627901034,-0.0970735650466636,-0.621941154935655,0,0,0,0
"26",-0.183934349401483,-0.317269195547507,0.00065629959589837,-0.639167103158137,0,0,0,0
"27",-0.331301338994285,-0.406309075117541,-0.268100828171147,-0.621941154935655,0,0,0,0
"28",-0.3820502360726,-0.359810471342079,-0.227380051236746,-0.593948989074122,0,0,0,0
"29",-0.414256266910762,-0.548772882429596,-0.748605995997077,-0.645626833741567,0,0,0,0
"30",-0.57723830175843,-0.61505812610951,0.215662001809535,-0.705917652520253,0,0,0,0
"31",-0.56552701781728,-0.51612492658725,0.173312393797758,-0.451834916238649,0,0,0,0
"32",-0.329349458337426,-0.349917151389853,-0.121506031207304,-0.4626011338777,0,0,0,0
"33",-0.321541935709993,-0.384543771222644,-0.375603679277965,-0.624094398463465,0,0,0,0
"34",-0.329349458337426,-0.388501099203534,-0.344655888807821,-0.692998191353391,0,0,0,0
"35",-0.344964503592293,-0.333098507471068,0.248238623357055,-0.537964657351057,0,0,0,0
"36",-0.271768978960107,-0.330130511485401,-0.360944199581581,-0.639167103158137,0,0,0,0
"37",-0.152704258891751,-0.353874479370743,-0.144309666290568,-0.417383019793686,0,0,0,0
"38",-0.232731365822941,-0.317269195547507,0.0609230494588116,-0.499206273850473,0,0,0,0
"39",-0.239562948121945,-0.383554439227421,0.150508758714493,-0.410923289210255,0,0,0,0
"40",-0.100979421485006,-0.240101299920143,0.41437939324941,-0.438915455071788,0,0,0,0
"41",-0.132209511994739,-0.0471815608517357,-0.0775275921181511,-0.404463558626825,0,0,0,0
"42",0.231816230509333,0.102207570426877,-0.100331227201416,0.217823820910323,0,0,0,0
"43",0.382111041087422,0.221916741848812,-0.0824140853502792,0.454680608969446,0,0,0,0
"44",0.696363826841607,0.316892613390182,0.0478924008398034,0.411615738413242,0,0,0,0
"45",0.37235163780313,0.450452432745234,-0.145938497367945,0.28672761380025,0,0,0,0
"46",0.320626800396385,-0.0827975126797497,0.386689264934018,0.0950889398251419,0,0,0,0
"47",0.180091393102588,-0.0778508527036366,-0.719287036604308,0.0541773127967481,0,0,0,0
"48",0.202538020656459,0.0527409706657472,-0.624814834116498,0.0757097480748501,0,0,0,0
"49",0.31477115842581,0.0468049786944116,-0.0921870718145355,0.560189541832146,0,0,0,0
"50",0.386014802401138,0.300073969471398,0.305247711065216,0.560189541832146,0,0,0,0
"51",0.719786394723906,0.43759111680734,-0.157340314909577,0.536503863026233,0,0,0,0
"52",0.556804359876239,0.394060509017545,0.0120581171375306,0.523584401859372,0,0,0,0
"53",0.895455653841153,0.398017836998436,-0.637845482735506,0.49989872305346,0,0,0,0
"54",0.656350273376012,0.624574863904412,0.401348744630402,0.960692838004843,0,0,0,0
"55",0.776390933772797,0.746262699316792,0.253125116589184,1.02313690031134,0,0,0,0
"56",0.859345861689275,0.652276159770645,0.165168238410878,0.848724174558712,0,0,0,0
"57",0.689532244542603,0.542460308300936,-0.211091740462986,0.743215241696013,0,0,0,0
"58",0.730521738336627,0.242692713748487,0.339453163690113,0.523584401859372,0,0,0,0
"59",0.473849431959761,0.321839273366295,0.0430059076076754,0.542963593609664,0,0,0,0
"60",0.288420769558224,0.38812451704621,-0.0807852542729032,0.480519531303168,0,0,0,0
"61",0.400653907327575,0.264458017643384,0.132591616863357,0.383623572551709,0,0,0,0
"62",0.329410263352248,0.279297997571723,0.588664318528646,0.306106805550542,0,0,0,0
"63",0.379183220102134,0.524652332386929,0.355741474463873,0.301800318494921,0,0,0,0
"64",0.690508184871032,0.57807626012895,0.0967573331610844,0.202751116215652,0,0,0,0
"65",0.693436005856319,0.354487229208641,0.171683562720382,0.340558701995505,0,0,0,0
"66",0.323554621381673,0.396039173007991,0.0234599346791629,0.478366287775358,0,0,0,0
"67",0.497271999842061,0.490025712554138,-0.380490172510093,0.769054164029735,0,0,0,0
"68",0.552900598562522,0.534545652339155,0.199577294920446,0.620480360610831,0,0,0,0
"69",0.800789441983526,0.646340167799309,0.345968487999617,0.945620133310171,0,0,0,0
"70",1.01159255292422,0.827387922925046,-0.105217720433544,1.58943994812542,0,0,0,0
"71",1.07893243558583,1.0925288976447,-0.0628681124217668,2.33015572169213,0,0,0,0
"72",1.36781077280086,0.914449138504635,-0.461487055494771,2.04808081954899,0,0,0,0
"73",1.21361220090905,0.862014542757837,-0.282760307867531,1.94903161726973,0,0,0,0
"74",1.51224994140837,0.941161102375645,-0.502652503313295,1.92534593846381,0,0,0,0
"75",1.70353424578049,1.06680626576892,-0.481477699307407,2.36245437460928,0,0,0,0
"76",1.7074380070942,1.4951870197003,0.220548495041663,3.09886366112037,0,0,0,0
"77",1.88505914686831,1.91565311766991,0.538170555129989,3.3378736927073,0,0,0,0
"78",2.10366978043644,1.86123985793267,0.223806157196415,2.62084359794651,0,0,0,0
"79",2.082199093211,1.82859190209032,1.15061104022338,3.11393636581504,0,0,0,0
"80",2.16027431948533,2.30446059179239,1.12454974298536,3.02780662470264,0,0,0,0
"81",2.41011504356319,2.19365540832746,1.03985052696181,3.02565338117483,0,0,0,0
"82",2.48135868753852,2.26587664397871,1.48940790431759,2.90507174361745,0,0,0,0
"83",2.56040985414128,2.55575091857893,2.43412992919569,2.95028985770147,0,0,0,0
"84",2.56724143644028,2.69821472589099,1.99597436938154,2.72635253080921,0,0,0,0
"85",2.57016925742557,2.45681771905667,1.78259749824528,2.61438386736308,0,0,0,0
"86",2.51161283771982,2.27873795991661,1.79725697794166,2.52825412625067,0,0,0,0
"87",2.46769552294051,2.28368461989272,1.81191645763805,2.43566465455483,0,0,0,0
"88",2.44524889538664,2.20255939628446,1.96271852527475,2.19450137944009,0,0,0,0
"89",2.40816316290633,2.27873795991661,1.9136499890688,2.15358975241169,0,0,0,0
"90",2.3837646546956,2.22432470017936,1.8992364628651,2.27632463349688,0,0,0,0
"91",2.37595713206817,2.31039658376373,2.09288981848541,2.67898117319738,0,0,0,0
"92",2.39840375962204,2.43900974314267,1.94812745648362,2.50672169097257,0,0,0,0
"93",2.46476770195522,2.20255939628446,1.79087684661158,2.16435597005075,0,0,0,0
"94",2.4306097904602,2.03437295709662,1.7948137313256,2.1751221876898,0,0,0,0
"95",2.37595713206817,2.17584743241345,1.83587330512409,2.14282353477264,0,0,0,0
"96",2.33301575761729,1.94434374553137,1.94371658192608,1.89520052907447,0,0,0,0
"97",2.18857658900977,1.9413757495457,1.717986655899,1.91457972082476,0,0,0,0
"98",1.9250727003339,1.79000795427664,1.49266556647234,1.81553051854549,0,0,0,0
"99",1.83723807077528,2.02546896913962,1.53990166771625,1.89950701613009,0,0,0,0
"100",2.2129750972205,2.11945550868577,1.9438517749055,2.0911456901052,0,0,0,0
"101",1.98655694102494,1.75933866242474,1.82494710625705,1.89304728554666,0,0,0,0
"102",1.84211777241743,1.84145321802821,1.88521385611997,1.53345561640236,0,0,0,0
"103",1.85968469832915,1.87904783384667,1.60831257296604,1.8585953891017,0,0,0,0
"104",2.10464572076487,1.95720506146926,1.56759179603164,1.97056405254783,0,0,0,0
"105",2.02461861383368,1.88597315781323,1.67183698498371,1.67556968923783,0,0,0,0
"106",1.97972535872594,1.84837854199477,1.09848844574734,1.64542427984849,0,0,0,0
"107",1.85870875800072,1.76032799441996,0.927461182622861,1.4150272223728,0,0,0,0
"108",1.64790564706003,1.5387176274901,1.76630918747152,1.34612342948287,0,0,0,0
"109",1.78648917369696,1.73856269052506,1.18644532392565,1.5420685905136,0,0,0,0
"110",1.59520486932485,1.40812580412071,0.960037804170381,1.55283480815265,0,0,0,0
"111",1.45857322334477,1.45165641191051,1.83472009272131,1.5011569634852,0,0,0,0
"112",1.7474515605598,1.75439200244863,1.15549753345551,1.71002158568279,0,0,0,0
"113",1.79722451730968,1.65545880292636,1.2988346682646,1.56790751284732,0,0,0,0
"114",1.75818690417252,1.61786418710791,1.73536139700137,1.39134154356688,0,0,0,0
"115",1.60886803392286,1.5911522232369,1.22553726978267,1.44086614470652,0,0,0,0
"116",1.64888158738845,1.53574963150443,1.24508324271119,1.61743211398695,0,0,0,0
"117",1.76697036712838,1.73163736655851,1.39656453290716,1.67556968923783,0,0,0,0
"118",1.79527263665283,1.68414943078782,1.09360195251522,1.70140861157155,0,0,0,0
"119",1.83528619011842,1.71679738663017,1.15386870237813,1.69279563746031,0,0,0,0
"120",1.80893580125083,1.6702987828547,1.2581138913302,1.55929453873608,0,0,0,0
"121",1.61569961622186,1.43582709998695,1.2988346682646,1.3095182895101,0,0,0,0
"122",1.52396122534952,1.47935770777674,0.590293149606022,1.52268939876331,0,0,0,0
"123",1.5063942994378,1.44473108794395,0.736887946569865,1.3310507247882,0,0,0,0
"124",1.4595491636732,1.33095790849335,1.51221153940086,1.17386394725805,0,0,0,0
"125",1.41075214725174,1.28742730070356,1.51058270832348,1.14802502492433,0,0,0,0
"126",1.5063942994378,1.56444025936589,1.733732565924,1.32674423773258,0,0,0,0
"127",1.87529974358402,2.0116183212065,1.74839204562038,1.88874079849104,0,0,0,0
"128",2.34765486254372,2.34700186758697,1.03659286480706,2.22680003235724,0,0,0,0
"129",2.52039630067568,2.49540166687036,1.8493795724177,2.43135816749921,0,0,0,0
"130",2.4940459118081,2.39745779934332,2.38200733471966,2.39259978399863,0,0,0,0
"131",2.41304286454848,2.40834045129077,1.77119568070365,2.31723626052527,0,0,0,0
"132",2.36619772878388,2.47462569497068,1.58876660003753,2.28709085113593,0,0,0,0
"133",2.48038274721009,2.41823377124299,2.03180865308381,2.57562548386249,0,0,0,0
"134",2.39352405797989,2.44989239509012,2.11976553126212,2.68974739083643,0,0,0,0
"135",2.36522178845545,2.32721522768251,2.21260890267255,2.63160981558556,0,0,0,0
"136",2.36326990779859,2.436041747157,2.6914852394211,2.09760542068863,0,0,0,0
"137",2.336919518931,2.33710854763474,2.38689382795179,1.99424973135374,0,0,0,0
"138",2.2764112185684,2.37173516746753,2.32825590916625,1.87151485026856,0,0,0,0
"139",2.32228041400457,2.30742858777806,2.49602551013598,1.49685047642958,0,0,0,0
"140",2.21492697787736,2.19365540832746,1.24182558055644,1.48393101526272,0,0,0,0
"141",2.08610285452471,2.04525560904407,2.80224575268267,1.28583261070418,0,0,0,0
"142",2.0119313895641,1.95819439346448,2.35920369963639,1.23200152250893,0,0,0,0
"143",1.90750577442218,2.03734095308229,2.11976553126212,1.21477557428645,0,0,0,0
"144",1.94263962624563,2.05020226902018,2.29242162546398,1.36550262123316,0,0,0,0
"145",2.04413742040226,2.14517814056155,1.77771100501315,1.80691754443425,0,0,0,0
"146",2.336919518931,2.39448980335765,2.42761460488619,2.12559758655016,0,0,0,0
