"","date","mouth to BON","MCN to ICH or PRA (ICH)","ICH to LGR","BON to MCN","MCN to ICH or PRA (PRA)","PRA to RIS","RIS to RRE","RRE to WEL"
"1","1965-01-02",184.6,65.3,NA,139.5,NA,NA,NA,NA
"2","1965-01-03",162.9,60.7,NA,139.8,NA,NA,NA,NA
"3","1965-01-04",171.2,51.9,NA,163.6,NA,NA,NA,NA
"4","1965-01-05",183.4,54.9,NA,150.3,NA,NA,NA,NA
"5","1965-01-06",180.7,54.5,NA,160.4,NA,NA,NA,NA
"6","1965-01-07",181.1,54.5,NA,157.1,NA,NA,NA,NA
"7","1965-01-08",171.5,54.9,NA,148.8,NA,NA,NA,NA
"8","1965-01-09",163.8,56.5,NA,167.5,NA,NA,NA,NA
"9","1965-01-10",188.5,57,NA,158.7,NA,NA,NA,NA
"10","1965-01-11",169.9,67.2,NA,140.7,NA,NA,NA,NA
"11","1965-01-12",155.5,66.4,NA,142.4,NA,NA,NA,NA
"12","1965-01-13",159.2,58.4,NA,158.8,NA,NA,NA,NA
"13","1965-01-14",174.5,58.3,NA,158.4,NA,NA,NA,NA
"14","1965-01-15",180.4,51.8,NA,154.3,NA,NA,NA,NA
"15","1965-01-16",160.2,50.3,NA,144.2,NA,NA,NA,NA
"16","1965-01-17",162.2,52.2,NA,134,NA,NA,NA,NA
"17","1965-01-18",152.2,52.3,NA,124.3,NA,NA,NA,NA
"18","1965-01-19",146.7,52.9,NA,126.7,NA,NA,NA,NA
"19","1965-01-20",143.7,53.2,NA,146.1,NA,NA,NA,NA
"20","1965-01-21",153,51.9,NA,147.9,NA,NA,NA,NA
"21","1965-01-22",170.9,50,NA,142.8,NA,NA,NA,NA
"22","1965-01-23",161,47.7,NA,137.3,NA,NA,NA,NA
"23","1965-01-24",156.8,50.1,NA,142.4,NA,NA,NA,NA
"24","1965-01-25",152.9,49.4,NA,122.5,NA,NA,NA,NA
"25","1965-01-26",156.7,53,NA,127.1,NA,NA,NA,NA
"26","1965-01-27",157.7,57,NA,147.3,NA,NA,NA,NA
"27","1965-01-28",206.5,61.7,NA,167.3,NA,NA,NA,NA
"28","1965-01-29",253.2,56.4,NA,160.1,NA,NA,NA,NA
"29","1965-01-30",258.9,100.9,NA,182.2,NA,NA,NA,NA
"30","1965-01-31",284.8,160.1,NA,228,NA,NA,NA,NA
"31","1965-02-01",352.4,153.9,NA,245.1,NA,NA,NA,NA
"32","1965-02-02",326,143,NA,223,NA,NA,NA,NA
"33","1965-02-03",303.4,129.2,NA,233.5,NA,NA,NA,NA
"34","1965-02-04",292.3,111.9,NA,215.4,NA,NA,NA,NA
"35","1965-02-05",256.7,103.3,NA,200.4,NA,NA,NA,NA
"36","1965-02-06",233.8,98.9,NA,210,NA,NA,NA,NA
"37","1965-02-07",251.9,100.6,NA,221.8,NA,NA,NA,NA
"38","1965-02-08",261.9,100.9,NA,216.1,NA,NA,NA,NA
"39","1965-02-09",254.3,95.9,NA,217.5,NA,NA,NA,NA
"40","1965-02-10",256.2,94.2,NA,229.5,NA,NA,NA,NA
"41","1965-02-11",259.5,91.3,NA,211.2,NA,NA,NA,NA
"42","1965-02-12",243,87.2,NA,229.7,NA,NA,NA,NA
"43","1965-02-13",258.7,83.7,NA,241.6,NA,NA,NA,NA
"44","1965-02-14",260.3,82.8,NA,225.5,NA,NA,NA,NA
"45","1965-02-15",252.9,84.2,NA,196,NA,NA,NA,NA
"46","1965-02-16",201.9,83.4,NA,147.5,NA,NA,NA,NA
"47","1965-02-17",177.7,82.1,NA,166.2,NA,NA,NA,NA
"48","1965-02-18",207.7,82.6,NA,215.3,NA,NA,NA,NA
"49","1965-02-19",226.3,89.3,NA,213.5,NA,NA,NA,NA
"50","1965-02-20",236.9,91.3,NA,208.6,NA,NA,NA,NA
"51","1965-02-21",231.7,92.4,NA,201.6,NA,NA,NA,NA
"52","1965-02-22",230.7,93.1,NA,196.6,NA,NA,NA,NA
"53","1965-02-23",220.4,93.4,NA,209.5,NA,NA,NA,NA
"54","1965-02-24",238.6,92.4,NA,213.9,NA,NA,NA,NA
"55","1965-02-25",241.1,90.1,NA,205.7,NA,NA,NA,NA
"56","1965-02-26",222.6,86,NA,189.1,NA,NA,NA,NA
"57","1965-02-27",214.1,82.4,NA,197.2,NA,NA,NA,NA
"58","1965-02-28",219.9,83.5,NA,194.2,NA,NA,NA,NA
"59","1965-03-01",224.5,89.1,NA,184.9,NA,NA,NA,NA
"60","1965-03-02",215.1,92.8,NA,190.7,NA,NA,NA,NA
"61","1965-03-03",219.4,88.2,NA,196.3,NA,NA,NA,NA
"62","1965-03-04",214.5,88.1,NA,180.7,NA,NA,NA,NA
"63","1965-03-05",197.5,87.3,NA,176.5,NA,NA,NA,NA
"64","1965-03-06",199.9,72.3,NA,179.4,NA,NA,NA,NA
"65","1965-03-07",192,47.2,NA,160.5,NA,NA,NA,NA
"66","1965-03-08",178.1,72.6,NA,163.4,NA,NA,NA,NA
"67","1965-03-09",190.4,86.6,NA,190.6,NA,NA,NA,NA
"68","1965-03-10",211.8,87.8,NA,188,NA,NA,NA,NA
"69","1965-03-11",198,87.7,NA,189.7,NA,NA,NA,NA
"70","1965-03-12",220.1,85,NA,209.6,NA,NA,NA,NA
"71","1965-03-13",241.1,85.5,NA,218.1,NA,NA,NA,NA
"72","1965-03-14",219.3,85.6,NA,192.7,NA,NA,NA,NA
"73","1965-03-15",205.1,87.2,NA,186.9,NA,NA,NA,NA
"74","1965-03-16",201.5,78.6,NA,175.7,NA,NA,NA,NA
"75","1965-03-17",189.9,77,NA,186.8,NA,NA,NA,NA
"76","1965-03-18",217.3,61,NA,176.1,NA,NA,NA,NA
"77","1965-03-19",178.5,80.6,NA,173.3,NA,NA,NA,NA
"78","1965-03-20",189.4,73.2,NA,181.4,NA,NA,NA,NA
"79","1965-03-21",181.5,69.3,NA,153.1,NA,NA,NA,NA
"80","1965-03-22",161.5,68.8,NA,147.1,NA,NA,NA,NA
"81","1965-03-23",154.7,69.6,NA,148.9,NA,NA,NA,NA
"82","1965-03-24",174.6,67.6,NA,175.8,NA,NA,NA,NA
"83","1965-03-25",188.7,54.1,NA,159.3,NA,NA,NA,NA
"84","1965-03-26",167.5,53.6,NA,156.6,NA,NA,NA,NA
"85","1965-03-27",163.2,48.1,NA,153.1,NA,NA,NA,NA
"86","1965-03-28",165.3,50.8,NA,153.5,NA,NA,NA,NA
"87","1965-03-29",159.7,50.2,NA,126.6,NA,NA,NA,NA
"88","1965-03-30",137.1,50.4,NA,139.8,NA,NA,NA,NA
"89","1965-03-31",160.3,49.6,NA,150,NA,NA,NA,NA
"90","1965-04-01",159.6,46.1,NA,127,NA,NA,NA,NA
"91","1965-04-02",138.4,45.4,NA,146,NA,NA,NA,NA
"92","1965-04-03",161.5,48.3,NA,126.8,NA,NA,NA,NA
"93","1965-04-04",141.9,56.9,NA,112.9,NA,NA,NA,NA
"94","1965-04-05",120.5,59.7,NA,129,NA,NA,NA,NA
"95","1965-04-06",145.6,57.9,NA,106.6,NA,NA,NA,NA
"96","1965-04-07",130,59.9,NA,132,NA,NA,NA,NA
"97","1965-04-08",152,70.7,NA,168.5,NA,NA,NA,NA
"98","1965-04-09",182.9,67.2,NA,155.3,NA,NA,NA,NA
"99","1965-04-10",175.1,65.8,NA,164.3,NA,NA,NA,NA
"100","1965-04-11",181.2,71.9,NA,166.2,NA,NA,NA,NA
"101","1965-04-12",185,77.2,NA,167,NA,NA,NA,NA
"102","1965-04-13",174.1,73.2,NA,148,NA,NA,NA,NA
"103","1965-04-14",167.8,70.6,NA,173,NA,NA,NA,NA
"104","1965-04-15",191.9,76.5,NA,172.6,NA,NA,NA,NA
"105","1965-04-16",189,77.1,NA,180,NA,NA,NA,NA
"106","1965-04-17",208.1,82.9,NA,190.2,NA,NA,NA,NA
"107","1965-04-18",220.3,102.8,NA,216.9,NA,NA,NA,NA
"108","1965-04-19",240.7,114.2,NA,221.2,NA,NA,NA,NA
"109","1965-04-20",255.9,118.8,NA,244.1,NA,NA,NA,NA
"110","1965-04-21",287.8,142.9,NA,266.7,NA,NA,NA,NA
"111","1965-04-22",321.1,208.1,NA,336.2,NA,NA,NA,NA
"112","1965-04-23",395.9,218.6,NA,396.5,NA,NA,NA,NA
"113","1965-04-24",437,203.5,NA,384.7,NA,NA,NA,NA
"114","1965-04-25",407,185.5,NA,336,NA,NA,NA,NA
"115","1965-04-26",381.2,175.7,NA,352.8,NA,NA,NA,NA
"116","1965-04-27",377.3,168.7,NA,342.9,NA,NA,NA,NA
"117","1965-04-28",373.6,166.3,NA,338.2,NA,NA,NA,NA
"118","1965-04-29",374.1,166.2,NA,334,NA,NA,NA,NA
"119","1965-04-30",369,171,NA,338.4,NA,NA,NA,NA
"120","1965-05-01",374.5,178.1,NA,343.5,NA,NA,NA,NA
"121","1965-05-02",381.4,201.2,NA,366,NA,NA,NA,NA
"122","1965-05-03",407,204.2,NA,410.4,NA,NA,NA,NA
"123","1965-05-04",445.8,186.2,NA,417.7,NA,NA,NA,NA
"124","1965-05-05",438.1,167.9,NA,398.8,NA,NA,NA,NA
"125","1965-05-06",415.1,157.2,NA,377.5,NA,NA,NA,NA
"126","1965-05-07",403,144.2,NA,380.3,NA,NA,NA,NA
"127","1965-05-08",403.7,134.3,NA,381.3,NA,NA,NA,NA
"128","1965-05-09",382.8,128.8,NA,338.9,NA,NA,NA,NA
"129","1965-05-10",363.8,123.7,NA,350.8,NA,NA,NA,NA
"130","1965-05-11",365,120,NA,357.2,NA,NA,NA,NA
"131","1965-05-12",374.2,121.1,NA,348.2,NA,NA,NA,NA
"132","1965-05-13",353.3,121.9,NA,342.4,NA,NA,NA,NA
"133","1965-05-14",365.4,122.1,NA,367,NA,NA,NA,NA
"134","1965-05-15",394.6,145.6,NA,394.7,NA,NA,NA,NA
"135","1965-05-16",415.8,149.8,NA,410.5,NA,NA,NA,NA
"136","1965-05-17",426.7,153.4,NA,407.4,NA,NA,NA,NA
"137","1965-05-18",429.3,163.6,NA,407.9,NA,NA,NA,NA
"138","1965-05-19",424.6,161.4,NA,409.3,NA,NA,NA,NA
"139","1965-05-20",428.5,148.6,NA,407.6,NA,NA,NA,NA
"140","1965-05-21",420.9,140,NA,387.9,NA,NA,NA,NA
"141","1965-05-22",397,138.4,NA,388.1,NA,NA,NA,NA
"142","1965-05-23",405.7,136.8,NA,398,NA,NA,NA,NA
"143","1965-05-24",411.7,134.5,NA,386.9,NA,NA,NA,NA
"144","1965-05-25",402.7,136.2,NA,383.6,NA,NA,NA,NA
"145","1965-05-26",400.9,137.1,NA,388,NA,NA,NA,NA
"146","1965-05-27",402,132,NA,385.2,NA,NA,NA,NA
"147","1965-05-28",398.5,128.7,NA,372.5,NA,NA,NA,NA
"148","1965-05-29",391.7,127.2,NA,373.5,NA,NA,NA,NA
"149","1965-05-30",392.5,131.8,NA,404.4,NA,NA,NA,NA
"150","1965-05-31",429.9,145.3,NA,441.7,NA,NA,NA,NA
"151","1965-06-01",461,162.5,NA,459.4,NA,NA,NA,NA
"152","1965-06-02",477.5,156.8,NA,467.7,NA,NA,NA,NA
"153","1965-06-03",484.9,158.6,NA,472.9,NA,NA,NA,NA
"154","1965-06-04",483.4,155.3,NA,472.4,NA,NA,NA,NA
"155","1965-06-05",486.8,158.5,NA,469.4,NA,NA,NA,NA
"156","1965-06-06",488.4,164.5,NA,472.1,NA,NA,NA,NA
"157","1965-06-07",491.8,165.3,NA,478.5,NA,NA,NA,NA
"158","1965-06-08",500.4,165.8,NA,485.3,NA,NA,NA,NA
"159","1965-06-09",499.6,172.7,NA,489.9,NA,NA,NA,NA
"160","1965-06-10",503,175.4,NA,490.4,NA,NA,NA,NA
"161","1965-06-11",501.7,166.8,NA,487.5,NA,NA,NA,NA
"162","1965-06-12",500.6,169.9,NA,485.8,NA,NA,NA,NA
"163","1965-06-13",501.1,175,NA,492.5,NA,NA,NA,NA
"164","1965-06-14",503.3,187.7,NA,500.2,NA,NA,NA,NA
"165","1965-06-15",506.4,169.7,NA,494.4,NA,NA,NA,NA
"166","1965-06-16",500.4,150.9,NA,460.9,NA,NA,NA,NA
"167","1965-06-17",472.1,134.9,NA,449.6,NA,NA,NA,NA
"168","1965-06-18",459.9,122.1,NA,450.1,NA,NA,NA,NA
"169","1965-06-19",469.7,127.5,NA,460.4,NA,NA,NA,NA
"170","1965-06-20",477.4,136.9,NA,467.7,NA,NA,NA,NA
"171","1965-06-21",480.2,141,NA,472,NA,NA,NA,NA
"172","1965-06-22",480,140,NA,472.8,NA,NA,NA,NA
"173","1965-06-23",481.3,135.9,NA,470.5,NA,NA,NA,NA
"174","1965-06-24",481,134.4,NA,470.4,NA,NA,NA,NA
"175","1965-06-25",481.6,132.5,NA,470.1,NA,NA,NA,NA
"176","1965-06-26",477,136.7,NA,467.6,NA,NA,NA,NA
"177","1965-06-27",473.4,136.9,NA,465.4,NA,NA,NA,NA
"178","1965-06-28",469.7,131,NA,453.4,NA,NA,NA,NA
"179","1965-06-29",454.5,119.5,NA,424.3,NA,NA,NA,NA
"180","1965-06-30",436.5,112.2,NA,410.1,NA,NA,NA,NA
"181","1965-07-01",417.6,102.6,NA,401.4,NA,NA,NA,NA
"182","1965-07-02",402.8,95.3,NA,377.2,NA,NA,NA,NA
"183","1965-07-03",387.8,94,NA,362.5,NA,NA,NA,NA
"184","1965-07-04",364.4,92.3,NA,352.5,NA,NA,NA,NA
"185","1965-07-05",351.8,89.6,NA,353.2,NA,NA,NA,NA
"186","1965-07-06",355.1,87.3,NA,340.2,NA,NA,NA,NA
"187","1965-07-07",352.4,89.1,NA,336.1,NA,NA,NA,NA
"188","1965-07-08",334.7,83.6,NA,335.4,NA,NA,NA,NA
"189","1965-07-09",338.3,81.7,NA,336.1,NA,NA,NA,NA
"190","1965-07-10",342.5,78.8,NA,336,NA,NA,NA,NA
"191","1965-07-11",338,77.4,NA,334.9,NA,NA,NA,NA
"192","1965-07-12",336.9,75,NA,335.9,NA,NA,NA,NA
"193","1965-07-13",337,79.9,NA,328.4,NA,NA,NA,NA
"194","1965-07-14",334.3,67.3,NA,320.2,NA,NA,NA,NA
"195","1965-07-15",322.7,64.1,NA,315.8,NA,NA,NA,NA
"196","1965-07-16",317.7,58.1,NA,318.1,NA,NA,NA,NA
"197","1965-07-17",313.5,51.3,NA,288.6,NA,NA,NA,NA
"198","1965-07-18",289.1,44.1,NA,269.3,NA,NA,NA,NA
"199","1965-07-19",271,48.5,NA,262.6,NA,NA,NA,NA
"200","1965-07-20",267,46.7,NA,256.6,NA,NA,NA,NA
"201","1965-07-21",257.8,44.9,NA,239.2,NA,NA,NA,NA
"202","1965-07-22",234.2,45.6,NA,239.2,NA,NA,NA,NA
"203","1965-07-23",240.5,43.5,NA,245.6,NA,NA,NA,NA
"204","1965-07-24",251.6,41.9,NA,243.7,NA,NA,NA,NA
"205","1965-07-25",254,40.1,NA,253.8,NA,NA,NA,NA
"206","1965-07-26",254.3,39.4,NA,251,NA,NA,NA,NA
"207","1965-07-27",252.3,37.3,NA,234.5,NA,NA,NA,NA
"208","1965-07-28",224.3,36.1,NA,212,NA,NA,NA,NA
"209","1965-07-29",218.4,35.7,NA,210.2,NA,NA,NA,NA
"210","1965-07-30",211.7,37.6,NA,184.7,NA,NA,NA,NA
"211","1965-07-31",192.8,36.7,NA,187,NA,NA,NA,NA
"212","1965-08-01",180.3,34.3,NA,169.8,NA,NA,NA,NA
"213","1965-08-02",167.3,32.7,NA,148.6,NA,NA,NA,NA
"214","1965-08-03",149.6,29.5,NA,150.8,NA,NA,NA,NA
"215","1965-08-04",164.2,29.6,NA,165,NA,NA,NA,NA
"216","1965-08-05",175.8,34.7,NA,166,NA,NA,NA,NA
"217","1965-08-06",175.9,35.7,NA,179.1,NA,NA,NA,NA
"218","1965-08-07",185.6,32.6,NA,180.7,NA,NA,NA,NA
"219","1965-08-08",182.4,32.8,NA,177.9,NA,NA,NA,NA
"220","1965-08-09",183.4,31.1,NA,176.3,NA,NA,NA,NA
"221","1965-08-10",185.9,28.7,NA,177.7,NA,NA,NA,NA
"222","1965-08-11",179.2,27.2,NA,179.4,NA,NA,NA,NA
"223","1965-08-12",192.8,31.9,NA,183.5,NA,NA,NA,NA
"224","1965-08-13",185.1,32.5,NA,180.8,NA,NA,NA,NA
"225","1965-08-14",176.8,31.5,NA,178,NA,NA,NA,NA
"226","1965-08-15",184.6,32.4,NA,168.3,NA,NA,NA,NA
"227","1965-08-16",169.4,35.5,NA,159.4,NA,NA,NA,NA
"228","1965-08-17",173.3,33.7,NA,161.5,NA,NA,NA,NA
"229","1965-08-18",176.2,29,NA,174.8,NA,NA,NA,NA
"230","1965-08-19",176.1,35.2,NA,176.5,NA,NA,NA,NA
"231","1965-08-20",181.8,33.3,NA,172.2,NA,NA,NA,NA
"232","1965-08-21",176.8,37.1,NA,167.8,NA,NA,NA,NA
"233","1965-08-22",170.3,36.7,NA,161,NA,NA,NA,NA
"234","1965-08-23",164.2,27.5,NA,152.2,NA,NA,NA,NA
"235","1965-08-24",158.3,28.4,NA,144.2,NA,NA,NA,NA
"236","1965-08-25",156.8,16.7,NA,151.2,NA,NA,NA,NA
"237","1965-08-26",167.2,33.9,NA,172.5,NA,NA,NA,NA
"238","1965-08-27",174.9,36.5,NA,170.1,NA,NA,NA,NA
"239","1965-08-28",170,43.9,NA,144.9,NA,NA,NA,NA
"240","1965-08-29",150,26.3,NA,142.5,NA,NA,NA,NA
"241","1965-08-30",146.5,34.1,NA,137.7,NA,NA,NA,NA
"242","1965-08-31",152.9,32,NA,149.1,NA,NA,NA,NA
"243","1965-09-01",151.9,31.4,NA,151.4,NA,NA,NA,NA
"244","1965-09-02",156.3,30.9,NA,141.9,NA,NA,NA,NA
"245","1965-09-03",145.2,29.3,NA,128.5,NA,NA,NA,NA
"246","1965-09-04",135.3,29.3,NA,128.5,NA,NA,NA,NA
"247","1965-09-05",148.1,29.7,NA,136.2,NA,NA,NA,NA
"248","1965-09-06",136.3,27.9,NA,115.5,NA,NA,NA,NA
"249","1965-09-07",115.5,28,NA,101.8,NA,NA,NA,NA
"250","1965-09-08",122,28.1,NA,120.8,NA,NA,NA,NA
"251","1965-09-09",132,27.8,NA,124.7,NA,NA,NA,NA
"252","1965-09-10",129.8,28.3,NA,129.2,NA,NA,NA,NA
"253","1965-09-11",129.2,28.5,NA,120.4,NA,NA,NA,NA
"254","1965-09-12",127.6,29.1,NA,96.4,NA,NA,NA,NA
"255","1965-09-13",102.2,29.6,NA,95.9,NA,NA,NA,NA
"256","1965-09-14",115.4,33.4,NA,98.3,NA,NA,NA,NA
"257","1965-09-15",112.5,27,NA,107.9,NA,NA,NA,NA
"258","1965-09-16",117,27,NA,108.5,NA,NA,NA,NA
"259","1965-09-17",112.9,32.2,NA,107,NA,NA,NA,NA
"260","1965-09-18",115.2,39,NA,123.6,NA,NA,NA,NA
"261","1965-09-19",123.6,37.5,NA,116.9,NA,NA,NA,NA
"262","1965-09-20",120.1,37.2,NA,98.1,NA,NA,NA,NA
"263","1965-09-21",126,30.7,NA,107.3,NA,NA,NA,NA
"264","1965-09-22",112.6,29,NA,112.8,NA,NA,NA,NA
"265","1965-09-23",124.1,29.3,NA,114.6,NA,NA,NA,NA
"266","1965-09-24",118.7,29.1,NA,102.4,NA,NA,NA,NA
"267","1965-09-25",114.6,29.6,NA,108.2,NA,NA,NA,NA
"268","1965-09-26",114.6,32.6,NA,98.9,NA,NA,NA,NA
"269","1965-09-27",100.3,33.2,NA,97.7,NA,NA,NA,NA
"270","1965-09-28",110.8,31.4,NA,96.7,NA,NA,NA,NA
"271","1965-09-29",109.5,26.3,NA,100.4,NA,NA,NA,NA
"272","1965-09-30",108.1,29.9,NA,106,NA,NA,NA,NA
"273","1965-10-01",105.6,34.2,NA,103.8,NA,NA,NA,NA
"274","1965-10-02",108.1,29.2,NA,107.7,NA,NA,NA,NA
"275","1965-10-03",119,29,NA,95.5,NA,NA,NA,NA
"276","1965-10-04",105,29,NA,95.8,NA,NA,NA,NA
"277","1965-10-05",110.3,35.7,NA,95.9,NA,NA,NA,NA
"278","1965-10-06",106,30.3,NA,106.6,NA,NA,NA,NA
"279","1965-10-07",114.2,25.8,NA,99.5,NA,NA,NA,NA
"280","1965-10-08",108.2,33.6,NA,88.8,NA,NA,NA,NA
"281","1965-10-09",93.1,33.4,NA,94.5,NA,NA,NA,NA
"282","1965-10-10",107.1,34.6,NA,98.8,NA,NA,NA,NA
"283","1965-10-11",105.6,34.2,NA,94.9,NA,NA,NA,NA
"284","1965-10-12",108.3,32.4,NA,95.4,NA,NA,NA,NA
"285","1965-10-13",105,25.6,NA,123.4,NA,NA,NA,NA
"286","1965-10-14",126.7,33,NA,111.5,NA,NA,NA,NA
"287","1965-10-15",120.6,29.2,NA,116.7,NA,NA,NA,NA
"288","1965-10-16",128.7,35.3,NA,113.2,NA,NA,NA,NA
"289","1965-10-17",124.5,38.8,NA,112.4,NA,NA,NA,NA
"290","1965-10-18",117,40.4,NA,96.6,NA,NA,NA,NA
"291","1965-10-19",115.4,41.8,NA,107.6,NA,NA,NA,NA
"292","1965-10-20",117,42.8,NA,117,NA,NA,NA,NA
"293","1965-10-21",117.9,44,NA,111.6,NA,NA,NA,NA
"294","1965-10-22",119.8,40.5,NA,109.1,NA,NA,NA,NA
"295","1965-10-23",113.9,37.9,NA,110.7,NA,NA,NA,NA
"296","1965-10-24",104.6,40.3,NA,100.6,NA,NA,NA,NA
"297","1965-10-25",109.2,37.3,NA,97.4,NA,NA,NA,NA
"298","1965-10-26",107.5,32.5,NA,99.2,NA,NA,NA,NA
"299","1965-10-27",115,27.4,NA,101.1,NA,NA,NA,NA
"300","1965-10-28",108.1,28.8,NA,97.8,NA,NA,NA,NA
"301","1965-10-29",106.2,35.1,NA,108.7,NA,NA,NA,NA
"302","1965-10-30",104.5,28.4,NA,95.7,NA,NA,NA,NA
"303","1965-10-31",96.9,27,NA,90.9,NA,NA,NA,NA
"304","1965-11-01",96.6,25.8,NA,91.2,NA,NA,NA,NA
"305","1965-11-02",98.4,26.7,NA,93,NA,NA,NA,NA
"306","1965-11-03",104.5,26.9,NA,96.5,NA,NA,NA,NA
"307","1965-11-04",104.9,31.7,NA,96.6,NA,NA,NA,NA
"308","1965-11-05",110,29.8,NA,96.7,NA,NA,NA,NA
"309","1965-11-06",102.5,29.1,NA,93.8,NA,NA,NA,NA
"310","1965-11-07",101.9,27.1,NA,99.5,NA,NA,NA,NA
"311","1965-11-08",98.4,28.8,NA,91.2,NA,NA,NA,NA
"312","1965-11-09",104.3,25.3,NA,94.4,NA,NA,NA,NA
"313","1965-11-10",106.1,23.7,NA,97.5,NA,NA,NA,NA
"314","1965-11-11",118,22.2,NA,116.5,NA,NA,NA,NA
"315","1965-11-12",117.3,29.1,NA,120.8,NA,NA,NA,NA
"316","1965-11-13",121,28.5,NA,112,NA,NA,NA,NA
"317","1965-11-14",121.7,30.2,NA,103.5,NA,NA,NA,NA
"318","1965-11-15",113.2,34,NA,92.6,NA,NA,NA,NA
"319","1965-11-16",97.5,34.4,NA,93.1,NA,NA,NA,NA
"320","1965-11-17",107.1,35.3,NA,105.2,NA,NA,NA,NA
"321","1965-11-18",118.1,38.2,NA,111.4,NA,NA,NA,NA
"322","1965-11-19",118.3,35.7,NA,110.2,NA,NA,NA,NA
"323","1965-11-20",115.1,32.2,NA,104.6,NA,NA,NA,NA
"324","1965-11-21",109.6,30,NA,101.1,NA,NA,NA,NA
"325","1965-11-22",103.2,28.7,NA,91.2,NA,NA,NA,NA
"326","1965-11-23",116,37.9,NA,93.6,NA,NA,NA,NA
"327","1965-11-24",107.9,30.3,NA,109.3,NA,NA,NA,NA
"328","1965-11-25",127.2,32.9,NA,135.2,NA,NA,NA,NA
"329","1965-11-26",132,31.7,NA,107.6,NA,NA,NA,NA
"330","1965-11-27",127.1,32.3,NA,101.9,NA,NA,NA,NA
"331","1965-11-28",105.5,27.9,NA,91.6,NA,NA,NA,NA
"332","1965-11-29",98.8,27.9,NA,91.9,NA,NA,NA,NA
"333","1965-11-30",105.3,28.7,NA,102.6,NA,NA,NA,NA
"334","1965-12-01",127.6,43,NA,116.9,NA,NA,NA,NA
"335","1965-12-02",129.4,43.3,NA,129.6,NA,NA,NA,NA
"336","1965-12-03",128.6,35.8,NA,109.5,NA,NA,NA,NA
"337","1965-12-04",110.9,25.8,NA,93.4,NA,NA,NA,NA
"338","1965-12-05",99.3,38.9,NA,91.1,NA,NA,NA,NA
"339","1965-12-06",104.9,39.6,NA,91.3,NA,NA,NA,NA
"340","1965-12-07",105.2,26.2,NA,92.6,NA,NA,NA,NA
"341","1965-12-08",107.5,25.6,NA,108.2,NA,NA,NA,NA
"342","1965-12-09",123.1,22.9,NA,95.5,NA,NA,NA,NA
"343","1965-12-10",109.8,28.9,NA,97.7,NA,NA,NA,NA
"344","1965-12-11",117.8,28.4,NA,116.3,NA,NA,NA,NA
"345","1965-12-12",117,28.9,NA,99.7,NA,NA,NA,NA
"346","1965-12-13",105.4,28.7,NA,93.6,NA,NA,NA,NA
"347","1965-12-14",102.3,36.6,NA,105.9,NA,NA,NA,NA
"348","1965-12-15",121,33.7,NA,132.9,NA,NA,NA,NA
"349","1965-12-16",130.7,33.7,NA,131,NA,NA,NA,NA
"350","1965-12-17",138.1,32.8,NA,131.8,NA,NA,NA,NA
"351","1965-12-18",136.9,33.1,NA,130.3,NA,NA,NA,NA
"352","1965-12-19",128.2,30.2,NA,104.4,NA,NA,NA,NA
"353","1965-12-20",130.4,29.1,NA,94.6,NA,NA,NA,NA
"354","1965-12-21",127.3,24.2,NA,121,NA,NA,NA,NA
"355","1965-12-22",108.8,28.1,NA,131.7,NA,NA,NA,NA
"356","1965-12-23",129.3,32.6,NA,118.5,NA,NA,NA,NA
"357","1965-12-24",129,30.3,NA,128.8,NA,NA,NA,NA
"358","1965-12-25",126.8,27.4,NA,86.5,NA,NA,NA,NA
"359","1965-12-26",94.7,30.6,NA,84.1,NA,NA,NA,NA
"360","1965-12-27",103.6,32.7,NA,89.7,NA,NA,NA,NA
"361","1965-12-28",114.7,33,NA,91.6,NA,NA,NA,NA
"362","1965-12-29",110.4,36.8,NA,128.8,NA,NA,NA,NA
"363","1965-12-30",130.6,34.5,NA,117.9,NA,NA,NA,NA
"364","1965-12-31",122.6,31.4,NA,115.9,NA,NA,NA,NA
"365","1966-01-01",115.5,31.6,NA,116.3,NA,NA,NA,NA
"366","1966-01-02",NA,NA,NA,NA,NA,NA,NA,NA
"367","1966-01-02",121.6,31.6,NA,100.6,NA,NA,NA,NA
"368","1966-01-03",125.1,31.4,NA,92.3,NA,NA,NA,NA
"369","1966-01-04",118.9,31.1,NA,106.3,NA,NA,NA,NA
"370","1966-01-05",118,33.1,NA,118.8,NA,NA,NA,NA
"371","1966-01-06",124.6,34,NA,110.2,NA,NA,NA,NA
"372","1966-01-07",140.3,33,NA,116.3,NA,NA,NA,NA
"373","1966-01-08",141.6,35,NA,109.4,NA,NA,NA,NA
"374","1966-01-09",126.7,38.6,NA,126.4,NA,NA,NA,NA
"375","1966-01-10",129.9,41.5,NA,92.7,NA,NA,NA,NA
"376","1966-01-11",114,42.1,NA,101.7,NA,NA,NA,NA
"377","1966-01-12",115.7,37.9,NA,108.6,NA,NA,NA,NA
"378","1966-01-13",127.5,37.4,NA,113.7,NA,NA,NA,NA
"379","1966-01-14",131.1,34.1,NA,101.3,NA,NA,NA,NA
"380","1966-01-15",128.3,35.6,NA,107.4,NA,NA,NA,NA
"381","1966-01-16",131,37.2,NA,101.1,NA,NA,NA,NA
"382","1966-01-17",127.6,39,NA,91.8,NA,NA,NA,NA
"383","1966-01-18",115.1,42.8,NA,102.9,NA,NA,NA,NA
