day,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
342,,,,,,,,,,,,,,,,,,,,
343,,,,,,,,,,,,,,,,,,,,
344,,,,,,,,,,,,,,,,,,,,
345,,,,,,,,,,,,,,,,,,,,
346,,,,,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,,,,,,,
Notes:
2004-2023 Bonneville Daily Average Tailrace Temperature (C)
Generated 17 Apr 2023 18:33:49 PDT. DART Columbia Basin Conditions All Years www.cbr.washington.edu/dart/query/basin_conditions_hist.

"DART Data Citation. Columbia River DART, Columbia Basin Research, University of Washington. (2023). Columbia Basin Conditions All Years. Available from https://www.cbr.washington.edu/dart/query/basin_conditions_hist."
